source_path,file_type,size,sha256,purpose,related_module,destination_path,action,reason,test_status
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov5/script/yolov5_preprocess.py,python,3668,1286b220199cf333e941885c2f1aff05df41df03cde154c117a732a3aaf2cb24,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov5/script/yolov5_preprocess.py,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov5/src/CMakeLists.txt,build-script,1065,41952759138141eebe35740b3de42aac3a88dbb2728a9962d09ed7888b168a20,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov5/src/CMakeLists.txt,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov5/src/acl.json,configuration,4,c32cdadce41a9afda69555080a5cf601fe8099c4bd7ba1bc02d7263ac94ac2c1,third-party repository mirror configuration,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov5/src/acl.json,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov5/src/main.cpp,c-cpp-source,1560,89a45ab0c2d5778a6bb148405c2782205f8996953ad89b1d2228d3cf47abbbbd,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov5/src/main.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov5/yolov5.json,configuration,4352,54fe3b42acd7d2d61018e4bbf0dd9ed4db716f9ba7fb8be33aa0479fae0732e9,third-party repository mirror configuration,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov5/yolov5.json,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov5/yolov5_7.patch,data-or-source,868,3712f938d07b6c7e72f0e978a325bb3ec441246c36b7434d6d33484fee006101,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov5/yolov5_7.patch,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/LICENSE,data-or-source,35127,7fa7e56c0db71105f4b59a6a0ac40225eb059876f85cd380383f7d7a066e68be,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/LICENSE,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/LICENSE; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/README.md,documentation,20875,b509fffd573f8acd3b2a40fe76b686f62f42bb379a1c46877a1ad59a59ee0589,third-party repository mirror documentation,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/README.md,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/data/cfg.txt,documentation,715,3b9d2c6bab9a17942a379132704b25e0566ee99eed7addc2e4579333482e5556,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/data/cfg.txt,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/data/file_list.json,configuration,212,dfea680bf518ab824b3ba432dd7e002063631960a98616f1c4c040c0432cdc5f,third-party repository mirror configuration,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/built-in/detection/yolov4/data/file_list.json,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/built-in/detection/yolov4/data/file_list.json; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/data/file_list_1.json,configuration,115,d4fdab257174dc28d52fd4a3efad0d56676842fea1729c3ccb3790bf768d8f27,third-party repository mirror configuration,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/built-in/detection/yolov4/data/file_list_1.json,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/built-in/detection/yolov4/data/file_list_1.json; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/requirements.txt,documentation,341,1ae34af7c9de1ef397bdbbe9f070ad1e9c04890e3ecd4c858d445f3179d4073e,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/requirements.txt,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/script/yolo6s_evaluate.py,python,4761,097f4e2e030cafc40c5f11fc19d4769475046c44e315a6ab1f8018d1d790ac7a,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/script/yolo6s_evaluate.py,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/script/yolo6s_infer.py,python,5197,94682d6f21334c05f18aea52ec0e8cda091ab7ddcc3ea25dd0daaeddaa8b3553,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/script/yolo6s_infer.py,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/script/yolo6s_postprocess.py,python,9771,7f2800c0c65662970c34df185e420c5109ee6bc38cbbb36a0dee89db7e4d2d70,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/script/yolo6s_postprocess.py,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/script/yolo6s_preprocess.py,python,5075,30cfa55d9efe90ccdb1e9ec8d0c2ba3d44c5d8fe967439ede5769dd23c0e621c,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/script/yolo11s_pose_preprocess.py,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/script/yolo11s_pose_preprocess.py; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/src/CMakeLists.txt,build-script,1066,d08299592e131ce1a3d71e6021b448602ad0f3cb59b80f58bf97e26680823495,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/src/CMakeLists.txt,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/src/CMakeLists.txt; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/src/acl.json,configuration,6,6bc81006803e98f6b0194219cd1695c033007f7a23f74be55daf7e63b25ffb8f,third-party repository mirror configuration,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/built-in/audio/FastSpeech2/src/acl.json,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/built-in/audio/FastSpeech2/src/acl.json; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/src/main.cpp,c-cpp-source,1533,7914432aa318008d4aa38040c7b3d97e8b310a996d3a6b95e64c22347caefee3,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/src/main.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/yolov6s.json,configuration,4264,f129c4fc6d49636b4afd3dae4c120844e5080a0ba2397a6322352bc7d8d9c5ec,third-party repository mirror configuration,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov6s/yolov6s.json,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov7/CMakeLists.txt,build-script,762,fda9aa6ea804ac6d3ca8a77b8f71c0ba23f9865bc55fc96174f8c0927050f194,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov7/CMakeLists.txt,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov7/LICENSE,data-or-source,35127,7fa7e56c0db71105f4b59a6a0ac40225eb059876f85cd380383f7d7a066e68be,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/LICENSE,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/LICENSE; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov7/README.md,documentation,14270,a7dbcb0d2b111c43e608421fa825ce760cca96bd6286f06185e7fcf503ec7375,third-party repository mirror documentation,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov7/README.md,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov7/data/file_list_1.json,configuration,115,98140891c91f1de17e6b133ac2bc12d30da9ba6240cb1303a3a512b7c34dbf3e,third-party repository mirror configuration,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov3/data/file_list_1.json,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov3/data/file_list_1.json; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov7/model_cfg/SS928V100_NNN/insert_op.cfg,data-or-source,548,32e9b6380bc23a3eb09a520ea43dcc53a8cf0f970a46680116812c74dec51b83,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s/model_cfg/SS928V100_NNN/insert_op.cfg,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s/model_cfg/SS928V100_NNN/insert_op.cfg; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov7/requirements.txt,documentation,606,fa38cbeebd2ed15fdedcaa281e4c0084dba652147753e7418ea23e1a8c2f4415,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov7/requirements.txt,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov7/script/accuracy.py,python,6049,a1689d284b9a05b82d1053649174ddbd9dcca57e99a353d01f96ddd025f7c731,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov5/script/accuracy.py,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov5/script/accuracy.py; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov7/script/generate_quant_bin.py,python,2778,b700581e4c1428c59fede2ff2f4ce82c44d4abe83ea0325e9a52e520b7cd15dc,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov10s/script/generate_quant_bin.py,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov10s/script/generate_quant_bin.py; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov7/src/CMakeLists.txt,build-script,1066,d08299592e131ce1a3d71e6021b448602ad0f3cb59b80f58bf97e26680823495,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/src/CMakeLists.txt,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/src/CMakeLists.txt; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov7/src/acl.json,configuration,2,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,third-party repository mirror configuration,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/built-in/classification/Chinese-CLIP/src/acl.json,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/built-in/classification/Chinese-CLIP/src/acl.json; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov7/src/main.cpp,c-cpp-source,1674,3af310e4fda7847531704a3ac66d963e7d265c74869d72ce6db27e77f4eb974c,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov7/src/main.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov7/yolov7.json,configuration,4216,98404cd24769d9364d6fc0f43be1919a3bb3b893e7a320a4fc158940e1092adb,third-party repository mirror configuration,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov7/yolov7.json,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/CMakeLists.txt,build-script,758,9260d9e9377d3d282ca1fadaf85085beb7e6104a11ebee498f654dea05b3ed06,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/CMakeLists.txt,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/LICENSE,data-or-source,35127,7fa7e56c0db71105f4b59a6a0ac40225eb059876f85cd380383f7d7a066e68be,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/LICENSE,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/LICENSE; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/README.md,documentation,13309,348ead8ea3aba9271e55f16c8de2370795cb2d64cf0f86c86ed150e974364c1e,third-party repository mirror documentation,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/README.md,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/data/image_ref_list.txt,documentation,639,e9ef5e354271a9e9d29b654a8bbad2e944f3bd4113059f9ddfb92ba7edfc9bc3,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/data/image_ref_list.txt,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/data/image_ref_list.txt; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/model_cfg/SS928V100_SVP_NNN/insert_op.cfg,data-or-source,245,7e0b6b7009cdd59af7cdaa6f9a7573f5a3d6e777513ea8e48a4d66559f2761e5,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/model_cfg/SS928V100_SVP_NNN/insert_op.cfg,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/model_cfg/SS928V100_SVP_NNN/insert_op.cfg; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/requirements.txt,documentation,258,df05d855ebd73ffcb4be88c151553e8b3a96bd5794ca50c39daafb9fb4b3b3f0,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/requirements.txt,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/script/accuracy.py,python,9027,8961de67bc3c1a1955b193d073859c9aa793724df15c00ce4c3ce2e9abd81aa6,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/script/accuracy.py,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/script/drawRectangle.py,python,8074,baad19a4eeb5a94f32ef2006fd0cf5768b6ecaba9525f14374616dfe83e41621,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/script/drawRectangle.py,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/script/preprocess.py,python,3883,9c2be929b762105b82b2ae62b6fa449fac34fb05b2ffa588a864dd86765d4a6f,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/script/preprocess.py,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/script/pth2onnx.py,python,164,e64e58994eb7befd120db709b7014782f69e44c280935f411b9495a1ac8e9497,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/script/pth2onnx.py,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/src/CMakeLists.txt,build-script,1066,d08299592e131ce1a3d71e6021b448602ad0f3cb59b80f58bf97e26680823495,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/src/CMakeLists.txt,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/src/CMakeLists.txt; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/src/acl.json,configuration,4,c32cdadce41a9afda69555080a5cf601fe8099c4bd7ba1bc02d7263ac94ac2c1,third-party repository mirror configuration,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov5/src/acl.json,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov5/src/acl.json; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/src/main.cpp,c-cpp-source,1679,e97da33a207f7155bf5ec4f2995b37949526638c24d37cfb6a075b9bb9a5e91b,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/src/main.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/yolov8l.json,configuration,2937,d73e4e0b70bfd8d6c1bc746e95ec3efff3f7f90bac4c0aab464aa984d1777dca,third-party repository mirror configuration,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8l/yolov8l.json,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/LICENSE,data-or-source,35127,7fa7e56c0db71105f4b59a6a0ac40225eb059876f85cd380383f7d7a066e68be,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/LICENSE,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolo11s-pose/LICENSE; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/README.md,documentation,15492,42856e40f16d20335d61209bc6053a5b190325363486e185a8aa2ae9913f1af1,third-party repository mirror documentation,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/README.md,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/data/cfg.txt,documentation,1124,643143a90aaa175f24ac1fdd5113ab7af1bd17e32a5737c820ec657c0cff64bd,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/data/cfg.txt,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/data/file_list.json,configuration,314,6208b6d6102cdc01535b6348986bd6c53e92200092111cd79a45f56dfd313aa6,third-party repository mirror configuration,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/data/file_list.json,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/data/file_list_1.json,configuration,115,d4fdab257174dc28d52fd4a3efad0d56676842fea1729c3ccb3790bf768d8f27,third-party repository mirror configuration,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/built-in/detection/yolov4/data/file_list_1.json,DEDUPLICATE,byte-identical to 在线仓库/modelzoo-master/samples/built-in/detection/yolov4/data/file_list_1.json; retain only the canonical target landing,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/requirements.txt,documentation,308,7a152d820cf2acbe3a3146ac5e9adfb86c1cc1a24f0bb6cb858c60f1b6ff5b1f,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/requirements.txt,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/script/export_onnx.py,python,765,f8c50c3e8d0a0d4028a064b680560a5d209ecf38e3949b5a4aa25c73636aeb15,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/script/export_onnx.py,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/script/split_dota.py,python,1595,853a43ff62f926963f737759f8cbf440ec91a61245546cc26a3f02fb9ccace1e,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/script/split_dota.py,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/script/yolov8s_obb_evaluate.py,python,10433,f794e8f01835008ec5302c57fa52b94b93602a813beaef01717100f48e7d9be9,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/script/yolov8s_obb_evaluate.py,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/script/yolov8s_obb_preprocess.py,python,6272,932dac3775e0c09735cd5735f4aa861e005679c10332b21fbee0e004dc01ec50,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/script/yolov8s_obb_preprocess.py,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/src/CMakeLists.txt,build-script,1580,a48f37be1a2c175477d9e15fa33d96e4fc84d8d465333268656df3abcb13da86,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/src/CMakeLists.txt,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/src/main.cpp,c-cpp-source,1536,58a418bf921ffbc9ab065c235cd147501cbf43149da47846c3d93786c4f66916,third-party repository mirror,vendor-repository-mirror,10_archive/sanda_ss928/source-reference/在线仓库/modelzoo-master/samples/samples_GPL/built-in/yolov8s-obb/src/main.cpp,ARCHIVE,reference-only SDK/vendor/mirror material is indexed at the exact source commit and not added to the formal runtime,not_applicable
